gent.	900	in	soa	ns0.centralnic.net. hostmaster.centralnic.net. 159316 900 1800 6048000 3600
gentrepreneur.gent.	3600	in	ns	ns3.combell.net.
gentrepreneur.gent.	3600	in	ns	ns4.combell.net.
gentsefeesten.gent.	3600	in	ds	50113 13 2 02E40B2CA7CBFF06A80580F54FD961517FB043AA7F190E13C061F6975D5738F6
gentsefeesten.gent.	3600	in	ns	ns3.european-server.com.
gentsefeesten.gent.	3600	in	ns	ns4.european-server.com.
gentsefeesten.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. ligozGm0Xwpz7VlQjwPWGOEA+zTx+edGGw/adJbZDFDw/xKj+yxLV2CyFoUMaB7ACvZb7c1DrEXPpIp9TO0fRA==
gentsefeestensintbaafs.gent.	3600	in	ds	22559 13 1 D8FAC93C172D133DD72CBEF93E8362EA6021E561
gentsefeestensintbaafs.gent.	3600	in	ns	ns3.combell.net.
gentsefeestensintbaafs.gent.	3600	in	ns	ns4.combell.net.
gentsefeestensintbaafs.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. dRkWrGmULd9zjubxPR9SsK+SUwJopjD8Px0kubPodYovW0c3oMK5DWObRqXv9sw+2u1+8JGXP+jF4hyNhfQ3AA==
gentseneuzen.gent.	3600	in	ds	56029 13 2 C1F2263293898D6DEFC5DBF594A4E19B535BC702E6456F52629AB2F76D7F98DC
gentseneuzen.gent.	3600	in	ns	ns1.combell.eu.
gentseneuzen.gent.	3600	in	ns	ns3.combell.net.
gentseneuzen.gent.	3600	in	ns	ns4.combell.net.
gentseneuzen.gent.	3600	in	rrsig	DS 13 2 3600 20260128082027 20251229065027 48473 gent. rsTXr2bE/iQl/35p9njJu5mKVd3zOOG6vX/kePyC2qXVSBqVqlnzZMI1olHF9V/jLZnhw0YoUIuAqfm1TOJl9g==
gentsmaakt.gent.	3600	in	ns	ns.tnt.be.
gentsmaakt.gent.	3600	in	ns	ns2.tnt.be.
gentsmaakt.gent.	3600	in	ns	ns3.tnt.be.
gentsters.gent.	3600	in	ds	4935 13 2 BE364418574642C71A6AC99F24EB33D240170B5A0A404B5931D7B3735D96798C
gentsters.gent.	3600	in	ns	ns3.european-server.com.
gentsters.gent.	3600	in	ns	ns4.european-server.com.
gentsters.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 3E0tQnGPEHwKGRxh1jtwxOS6Tw4qBILR9dCHABKO3vmQDaVBHJelVRIJjpiYI20YmigVxgIgVInuCn3qK8ArKw==
gentverlicht.gent.	3600	in	ds	21516 13 2 A220040224D3446749ACA9D76521BECA511503B73765D2F06B24E6B465A03556
gentverlicht.gent.	3600	in	ns	ns3.european-server.com.
gentverlicht.gent.	3600	in	ns	ns4.european-server.com.
gentverlicht.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 5G888sHl42qc5CTzh1ebpniEI7EWH9yEsGN0kRS1BNMVixn3BMZphU/cy0Nzkpz1Iu399X4l3Rjlws83HITLtA==
gentvernieuwt.gent.	3600	in	ds	63071 13 2 5E255D2DCABCF7C6AEA435B2B43AECFCE6060C7C94A1801C3D61F2D835F94ABA
gentvernieuwt.gent.	3600	in	ns	ns3.european-server.com.
gentvernieuwt.gent.	3600	in	ns	ns4.european-server.com.
gentvernieuwt.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. J+8R8fnVChZvCx1sUaGFTOOj2oUNkrNxMzDMOxJp3+bIxXdOoTvLLW6BxBTg2P1Ia+tG4M6IfZUrZhVEwKR+4A==
genuss.gent.	3600	in	ns	pns41.cloudns.net.
genuss.gent.	3600	in	ns	pns42.cloudns.net.
genuss.gent.	3600	in	ns	pns43.cloudns.net.
genuss.gent.	3600	in	ns	pns44.cloudns.net.
genx.gent.	3600	in	ns	ns1.openminds.be.
genx.gent.	3600	in	ns	ns2.openminds.be.
genx.gent.	3600	in	ns	ns3.om-powered.net.
genxrecords.gent.	3600	in	ns	ns1.openminds.be.
genxrecords.gent.	3600	in	ns	ns2.openminds.be.
genxrecords.gent.	3600	in	ns	ns3.om-powered.net.
geraarddeduivelsteen.gent.	3600	in	ds	18730 13 2 C7B8CE8928E4D6E1F82B759CB7D973C6B8A00DC4BCC905C9C9030E789FCF12F6
geraarddeduivelsteen.gent.	3600	in	ns	ns3.european-server.com.
geraarddeduivelsteen.gent.	3600	in	ns	ns4.european-server.com.
geraarddeduivelsteen.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. YbUJY9dc4lt9cmAbW6UH4Wv8A+rNM0jjXNWVFwCA7+dvjqF/o2S4fqlwCNHakw9UtY1oQrlXlB9qXnaHRiOpHw==
gerdma1k8c2k0334c1d858au7vj07mlk.gent.	900	in	nsec3	1 1 0 - GG01CFHBGI97K1TE2TL8TILPS2R8AJ9V NS DS RRSIG
gerdma1k8c2k0334c1d858au7vj07mlk.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. 5min/utvUpnuhpHaJ5KIen/877D+TOeNfAiGBTlqrixKfRj1VU1s6dBrzR76Zu95EcLRynqWTK/puG1kGqUchA==
get-a.gent.	3600	in	ns	ns1.regery.net.
get-a.gent.	3600	in	ns	ns2.regery.net.
get-a.gent.	3600	in	ns	ns3.regery.net.
gevelisolatie.gent.	3600	in	ns	ns2.observatoiredesmarques.fr.
gevelisolatie.gent.	3600	in	ns	ns3.nameshield.net.
gevelisolatie.gent.	3600	in	ns	obs.ns1.fr.
gevers.gent.	3600	in	ds	23848 13 2 0AD85EEC5C5D64F9DA4DCA4496382AEBA7E63867D9DF9D8CCFC4E8DFF98B743F
gevers.gent.	3600	in	ns	ns.nscluster.ee.
gevers.gent.	3600	in	ns	ns.nscluster.eu.
gevers.gent.	3600	in	ns	ns.nscluster.gr.
gevers.gent.	3600	in	ns	ns.nscluster.uk.
gevers.gent.	3600	in	ns	ns.nscluster.us.
gevers.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 1tTcZs54vRIzY/NdC7ScmCfkDY6DyASsMKpRdCeVPnqmNIV/2jFpg8pnzlvCDn+G1TyepoQ+JDtrIWh1zbareQ==
gezond.gent.	3600	in	ns	ns1.european-server.eu.
gezond.gent.	3600	in	ns	ns3.european-server.com.
gezond.gent.	3600	in	ns	ns4.european-server.com.
gezondheid.gent.	3600	in	ns	ns53.be.
gezondheid.gent.	3600	in	ns	ns53.io.
gezondheidmonitor.gent.	3600	in	ds	385 8 2 76098C2E8D35110FB95CD6BF595EB5F72DD0217CA1B2C2FA158E1EE88C7F7962
gezondheidmonitor.gent.	3600	in	ns	ns1.openprovider.nl.
gezondheidmonitor.gent.	3600	in	ns	ns2.openprovider.be.
gezondheidmonitor.gent.	3600	in	ns	ns3.openprovider.eu.
gezondheidmonitor.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 5TVu55/lHj4zEFvaoafC0Sf4Ffjgtn4xzTpnNsDLLkr54a2/zbkkrczIqPGevvVITUJ8qpb36yu62Ww7SxIsrg==
gezondheidsmonitor.gent.	3600	in	ds	46935 13 2 7CBB7A90EA69D71EE19FE63207D98B58E31171F9A2C72704E1D39F891228816E
gezondheidsmonitor.gent.	3600	in	ns	ns1.combell.eu.
gezondheidsmonitor.gent.	3600	in	ns	ns3.combell.net.
gezondheidsmonitor.gent.	3600	in	ns	ns4.combell.net.
gezondheidsmonitor.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. gtOxpO/vTs+MaoIEx8awm3icx2qCFqQxMATTXVWUJS66LPfNstcmB0bqG1euACOqNI7DwqDcC2kEorcHtmgfsA==
gezondin.gent.	3600	in	ds	36138 13 2 95625ACDC1306E17E0A51E8FCDDBA6B423DF5C7C3D3B8167C70B20926CF7AA61
gezondin.gent.	3600	in	ns	ns3.european-server.com.
gezondin.gent.	3600	in	ns	ns4.european-server.com.
gezondin.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. Gj0KLMTSek+Qd3tcNiWAcIVnlxKXjtUvgHNC/A68ZcC1Y0dEahg7ztPOpdFZhX7u2kEhU15pcs3d3KAHGn4cEg==
gftikdoemee.gent.	3600	in	ns	ns3.combell.net.
gftikdoemee.gent.	3600	in	ns	ns4.combell.net.
gg01cfhbgi97k1te2tl8tilps2r8aj9v.gent.	900	in	nsec3	1 1 0 - GGI2NF9QBTDD4VMCQM5F0VM5NIU9142M NS DS RRSIG
gg01cfhbgi97k1te2tl8tilps2r8aj9v.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. Db2ixHfNn+zaGirCfQ87xiZhXkMp8EWaEQxp11YgAJo5xn97GEKiYxEN49utXIir1YbHNubaUOYsyOGoxQzoJQ==
gg2525.gent.	3600	in	ds	64988 13 2 1381FEF5BC6A448A496B9F02F01DA770C45178EFB6013CBDE290CBE560C2FD12
gg2525.gent.	3600	in	ns	ns1.combell.eu.
gg2525.gent.	3600	in	ns	ns3.combell.net.
gg2525.gent.	3600	in	ns	ns4.combell.net.
gg2525.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 8nE/1FOXeXna8p1kJvqToNFVjsTwxWu+zXW+X6NDiyv+eEJYLPv+k3aRnINEThLeTEAnb1ky8JUb0Ws6QB5q9A==
gg2828.gent.	3600	in	ds	55454 13 2 BCBB8CAC78798609876B2E1E7D9CA02F140A2A47B09EAE8CF1EDCE9B2BE56DE2
gg2828.gent.	3600	in	ns	ns1.combell.eu.
gg2828.gent.	3600	in	ns	ns3.combell.net.
gg2828.gent.	3600	in	ns	ns4.combell.net.
gg2828.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. M5PHvDILCPJyocSHmE0Gz8j1AWMKPNKW1Vkem3C96Pd6JisHvJkLBloQolLvgRLIi7wESTj8SwOABRNbf/2z8A==
gg2929.gent.	3600	in	ds	11047 13 2 E95EFABD8720AD06387B80FF0AA06A8CB3D35BABAE50DAA95BC51EA4EFBF7FB6
gg2929.gent.	3600	in	ns	ns1.combell.eu.
gg2929.gent.	3600	in	ns	ns3.combell.net.
gg2929.gent.	3600	in	ns	ns4.combell.net.
gg2929.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 1ra9z6QzqwzvmB2VD8cEQX0x8IBDe93vMs+dBmImbIuEdn3FxvR22+WegIHSThWGt8/Ome+JfnNdI+ObOVshBQ==
ggi2nf9qbtdd4vmcqm5f0vm5niu9142m.gent.	900	in	nsec3	1 1 0 - GITI7SCVF1DDQ1NTJ2QASNA1TJSRKSV5 NS DS RRSIG
ggi2nf9qbtdd4vmcqm5f0vm5niu9142m.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. iu8MSTahH1YH3klESt58WD/rwMoa52zUaXJrB+JmVuIZcRn4Oo0zo1fQrJAhRcVQbh0Nl56CG6EdD6QzfPRIGA==
ghent-2030.gent.	3600	in	ds	43612 13 2 E82905C2266FFAADB485A9DDE74038D4192D8A1AB668E11957684EA50CE256F6
ghent-2030.gent.	3600	in	ns	ns3.combell.net.
ghent-2030.gent.	3600	in	ns	ns4.combell.net.
ghent-2030.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. n7pPY0+66MBS3UsWPeTIhOYNJR8Z33FIP9fQU7oMSYcMLdKLDDAmmR/C07b6ZSNLD0za2aqoLvxTqVLbwzTpoA==
ghent2030.gent.	3600	in	ds	18636 13 2 F5AC0EBB9D8D14CFC90BB9B450960384628D8FB8B64EB8DA01556283672F4EE7
ghent2030.gent.	3600	in	ns	ns3.combell.net.
ghent2030.gent.	3600	in	ns	ns4.combell.net.
ghent2030.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. hR3NPpk3CRuAK27FjlBBIgAQJmO814sQ8nhFA3gUMfBA/C5+5ZudOv83+8Vc548NId62t0nzv4+CvSeAhc4lfQ==
ghentian.gent.	3600	in	ns	ns3.european-server.com.
ghentian.gent.	3600	in	ns	ns4.european-server.com.
ghentin2minutes.gent.	3600	in	ns	ns3.combell.net.
ghentin2minutes.gent.	3600	in	ns	ns4.combell.net.
ghently.gent.	3600	in	ds	58310 13 1 C7CDEF36F345DCB24A0E988066CB4053A7339D05
ghently.gent.	3600	in	ns	ns3.combell.net.
ghently.gent.	3600	in	ns	ns4.combell.net.
ghently.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. /BlIDNppv7i22D13QmLEWzosMjN+uJY5Ls14ZUaWTsAUn0yT4IzFjBqlatR8gvsZLFP8mdvge+ssCwsUmB0i/Q==
gidsen.gent.	3600	in	ns	ns3.combell.net.
gidsen.gent.	3600	in	ns	ns4.combell.net.
giel.gent.	3600	in	ns	ns1.openminds.be.
giel.gent.	3600	in	ns	ns2.openminds.be.
giel.gent.	3600	in	ns	ns3.om-powered.net.
gietvloerentom.gent.	3600	in	ds	48863 13 1 87A781C04359FC9DEB42F0797B5C032B640004EF
gietvloerentom.gent.	3600	in	ns	ns3.combell.net.
gietvloerentom.gent.	3600	in	ns	ns4.combell.net.
gietvloerentom.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. ivvkU8PPF1ggNtglC2rRExLURMVczPnD4dd3fr7W5H+tS0XIuuJX9NCKuM6bBAY5y1B3yl+Y7AwIKkk4hMfuhQ==
gif.gent.	3600	in	ds	44206 13 2 EDD9EB4CEAE9A7AA47D70B68633F41E3798111D76B8A2C75DF26D06A395B03B0
gif.gent.	3600	in	ns	ns1.combell.eu.
gif.gent.	3600	in	ns	ns3.combell.net.
gif.gent.	3600	in	ns	ns4.combell.net.
gif.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. p3emClBQrXE/jcjyQRlFDqsBC+bFPOfjjyBdfn4up0dNeIJy6RiBvWTpL5DFah08bxOksCOV+xcEIpuETmlwyg==
giftshop.gent.	3600	in	ds	23701 13 2 49920F7B8DCE3500FC0B6730C20A8579BEF4F607FD1ECACA4EC12553D3064900
giftshop.gent.	3600	in	ns	ns3.combell.net.
giftshop.gent.	3600	in	ns	ns4.combell.net.
giftshop.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 1RUhbj11Lr+8rdWHmTKY8dpzYf+h+PXOurgmydntTZ86D9d7Mtnh5dzw+W2v8Aw9bUEsPMyLe2DpPAS9JXXkyA==
gigc2828.gent.	3600	in	ds	40732 13 2 9F5A49DD04587863B678301DAD3B8A30990545CDB5156544A06CD86779E9F258
gigc2828.gent.	3600	in	ns	ns1.combell.eu.
gigc2828.gent.	3600	in	ns	ns3.combell.net.
gigc2828.gent.	3600	in	ns	ns4.combell.net.
gigc2828.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. v0nkuz8Tn79mjsa2T7PSfuY4XzkewLfRbK23v0HD5WqqQX2c3N+PbT3LJyX0cKv3lXJEj29fEJkuDnKHaAmHuA==
gigi.gent.	3600	in	ds	16174 8 2 9BC8FCDA86C401B4CA9009ED1B199A97C075003A1F87BE00B718D61CDE7628B5
gigi.gent.	3600	in	ns	ns1.openprovider.nl.
gigi.gent.	3600	in	ns	ns2.openprovider.be.
gigi.gent.	3600	in	ns	ns3.openprovider.eu.
gigi.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. slwIBCgS9Z06artHAtkMXy4jjPDMlaMOoFIluwFh9a/M5+FbSeOPY+X+NX7wpCwDcv/lRe9s6eQE8W5rJqDU9g==
gillemon.gent.	3600	in	ns	ns1.x-plose.be.
gillemon.gent.	3600	in	ns	ns2.x-plose.eu.
gillemon.gent.	3600	in	ns	ns3.x-plose.be.
ginder.gent.	3600	in	ds	52284 13 2 A7F1EA203203BEF4A3BB0629A3125C014FF48EE9E71BB33C2CD62D324ADEBC6F
ginder.gent.	3600	in	ns	ns1.combell.eu.
ginder.gent.	3600	in	ns	ns3.combell.net.
ginder.gent.	3600	in	ns	ns4.combell.net.
ginder.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. s/Se+smLpoz1FMa5yVlwwYsN/csfdUN2RKDSBl6TK8DcX6Vj+cpHbw6dmKz97aU6p73fUMMSjN4Nq+hXZKm1pA==
ginderella.gent.	3600	in	ns	ns3.european-server.com.
ginderella.gent.	3600	in	ns	ns4.european-server.com.
giraf.gent.	3600	in	ns	ns3.combell.net.
giraf.gent.	3600	in	ns	ns4.combell.net.
gis.gent.	3600	in	ds	36408 13 2 358142D6468D4AF9F4FA1EB4510EC37C1E02A426E00210554E1FF052E6C92C48
gis.gent.	3600	in	ns	ns3.european-server.com.
gis.gent.	3600	in	ns	ns4.european-server.com.
gis.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 9W/2N8ssrpOicGuhCkWGgunev5c7nWG1q4zBNoadSg0x3TyPtYghBZEPBk+/KSPBBsDo/scL863eEXaudxJD8g==
git.gent.	3600	in	ns	ns1.dreamhost.com.
git.gent.	3600	in	ns	ns2.dreamhost.com.
git.gent.	3600	in	ns	ns3.dreamhost.com.
giti7scvf1ddq1ntj2qasna1tjsrksv5.gent.	900	in	nsec3	1 1 0 - GKBA4C1J5LVLGE6JF973JNHT10NPUK94 NS DS RRSIG
giti7scvf1ddq1ntj2qasna1tjsrksv5.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. Zi4eN+Q0mj/k/8TsfgGuLUc2JA5U8xN8DyFeRNTJyFYo9gYBcFLXxP3a8xueZh7Ykw+4Vq51pV4UOgIUf4LyqA==
gkba4c1j5lvlge6jf973jnht10npuk94.gent.	900	in	nsec3	1 1 0 - GKNJHMHITI8R07H837NKSDJTFGIDKACC NS DS RRSIG
gkba4c1j5lvlge6jf973jnht10npuk94.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. nHMXdiNTl0ua2dCZQvVrzhi0X2gH1bLDQRtysm17zjL//HIt50FQVhDxLC0iAUTWd7KtOiGozp7OztVLZq71jw==
gknjhmhiti8r07h837nksdjtfgidkacc.gent.	900	in	nsec3	1 1 0 - GLMMVNG77G6REKDL3NE43KR5QPVFDELC NS DS RRSIG
gknjhmhiti8r07h837nksdjtfgidkacc.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. FLMdoVugINhUjS/0IpY/mQuDxv2as2N+dvd2R2724ef20wqa/1s/NatLdRe1HQTEFVE5UtRpsI4C13dXeNQJNQ==
glasvezel.gent.	3600	in	ns	ns1.mydnsserver.eu.
glasvezel.gent.	3600	in	ns	ns2.mydnsserver.be.
glasvezel.gent.	3600	in	ns	ns2.mydnsserver.eu.
glasvezel.gent.	3600	in	ns	ns2.mydnsserver.nl.
glaucoom.gent.	3600	in	ns	ns3.european-server.com.
glaucoom.gent.	3600	in	ns	ns4.european-server.com.
glmmvng77g6rekdl3ne43kr5qpvfdelc.gent.	900	in	nsec3	1 1 0 - GLRJ0324N9BJLCIC96556I2IMSRH05MU NS DS RRSIG
glmmvng77g6rekdl3ne43kr5qpvfdelc.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. LzyM4BqJsJohMb3J3NzIqThBR51wW6i+W08Kofy2ImaPNooeKQ4FmPfdqfsHG2y0v3qgLqLBZP0avX9zOPfNhA==
gloria.gent.	3600	in	ns	ns12.wixdns.net.
gloria.gent.	3600	in	ns	ns13.wixdns.net.
gloriacohort.gent.	3600	in	ds	1264 8 2 28F0ABD7CF29ED1954902CA8DFF884B5B73D918516B6F0082861B1C3A4D73F12
gloriacohort.gent.	3600	in	ns	ns1.openprovider.nl.
gloriacohort.gent.	3600	in	ns	ns2.openprovider.be.
gloriacohort.gent.	3600	in	ns	ns3.openprovider.eu.
gloriacohort.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. ds0jgV7MHnzGHBX7n3zvCtvFnTv+GLEyHG7XQcGms/n3h0UJjG+ClhdxWd7LYbXkibAfg/wYfxXIsf6UrYhzxQ==
glos.gent.	3600	in	ds	39781 13 2 020BAE40AD1C9D21D194BE4D8A5D45BEA801C3E326053D2995B80C28D11C9526
glos.gent.	3600	in	ns	ns1.combell.eu.
glos.gent.	3600	in	ns	ns3.combell.net.
glos.gent.	3600	in	ns	ns4.combell.net.
glos.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. Ipuqf4gIFa9RuDiwxqVf8C+LUpOBOM4waaIVY3Fn+9GnSxJNanx2ryTLgr+bNcY1qgbDh5aVeVZXfRLSA7lNgg==
glrj0324n9bjlcic96556i2imsrh05mu.gent.	900	in	nsec3	1 1 0 - GM9PBATCGPMO1NES9BT5EI32UE5950FV NS DS RRSIG
glrj0324n9bjlcic96556i2imsrh05mu.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. 4i1YkENVGjqcVenqboT6goVkauToK+BSi5ucP0psfJZ3oY7IPvou4+6eUxV+i3NkUsJNchbk8mbSp7QaBGkTLA==
gm9pbatcgpmo1nes9bt5ei32ue5950fv.gent.	900	in	nsec3	1 1 0 - GN4S84LRVTS5MFPDTA702K1RFR1N7SIG NS DS RRSIG
gm9pbatcgpmo1nes9bt5ei32ue5950fv.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. QyoiaJNNC8evV6M6ffCxjkhUmppYY92mzUDIw2FUVQugUOIrlT3zYQCqXhXAQRa+VGr2E9i8Nul2fvrtz9rkMg==
gmail.gent.	3600	in	ns	ns1.google.com.
gmail.gent.	3600	in	ns	ns2.google.com.
gmail.gent.	3600	in	ns	ns3.google.com.
gmail.gent.	3600	in	ns	ns4.google.com.
gn4s84lrvts5mfpdta702k1rfr1n7sig.gent.	900	in	nsec3	1 1 0 - GNLPBHQLRNF9AD8MJCINMFO2LCTVA3VO NS DS RRSIG
gn4s84lrvts5mfpdta702k1rfr1n7sig.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. 0JtQ2b3+unSAFBz8JasLpwIa51VVwLIBsQHw5INc/7Obd241tEoraV99ZfKt3W0pDAO6GprZ4uJ+3Sv7e6dRfg==
gnl.gent.	3600	in	ds	31542 13 2 CEB1F06A2804DC68E8F6E48231D73028485BADAA0364B239FE36D9850EB6057C
gnl.gent.	3600	in	ns	ns3.combell.net.
gnl.gent.	3600	in	ns	ns4.combell.net.
gnl.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. xJtTJClW5hRGByYOTZ1EAGeAYI0lMUogZTZ+7fSz9kxYtxtmuXTHXXWIGbVx3RT3QaPoYlwTrYaejza47F/ezQ==
gnlpbhqlrnf9ad8mjcinmfo2lctva3vo.gent.	900	in	nsec3	1 1 0 - GPGQ2B1K8D8O4IV82O6TIAPSHM572UQP NS DS RRSIG
gnlpbhqlrnf9ad8mjcinmfo2lctva3vo.gent.	900	in	rrsig	NSEC3 13 2 900 20260120121308 20251221104308 48473 gent. Qe+On/lIGxeA2k4y5Nf7Blt7pMiIkewO9CX7gVLT3xAFX4b3LWijH4uCPbEpOPtTomO8fP5P0IkOYHILssrr/A==
go-at.gent.	3600	in	ds	6971 13 2 C9920138F5D4AAE5DA513EB5FEA4A0CDE482E5EB27F3E70D542A8A1A61EB3775
go-at.gent.	3600	in	ns	ns3.combell.net.
go-at.gent.	3600	in	ns	ns4.combell.net.
go-at.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. ubOJ74HXIaICmT9o7FXO+xVlQzM2OeKptmqerrldkr1lUNLCAIRV740QntZHn929TpSXjrP/wMM3zFlVQ1OpEA==
goai.gent.	3600	in	ns	ns1jsv.name.com.
goai.gent.	3600	in	ns	ns2kry.name.com.
goai.gent.	3600	in	ns	ns3npv.name.com.
goai.gent.	3600	in	ns	ns4fpy.name.com.
gobeyn.gent.	3600	in	ns	ns3.combell.net.
gobeyn.gent.	3600	in	ns	ns4.combell.net.
god.gent.	3600	in	ds	48418 13 2 DAC167AF97D7CD932725648DE70C5AB84FAF0ADBDE1A293B04078D8148804909
god.gent.	3600	in	ns	ns1.combell.eu.
god.gent.	3600	in	ns	ns3.combell.net.
god.gent.	3600	in	ns	ns4.combell.net.
god.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. ahfLSJlEXun5QaJzItr87rFS+s7j+G38YCP1hfpEF6mKJrUVRtUBoQo1suzeUlD5kjWoADgO9vuXKgEJHsWatQ==
god2626.gent.	3600	in	ds	13290 13 2 9E1F754E7F6CAA549F6ADA4756D758CFB79A69DD2C326A0591A3D5AC6C8C3001
god2626.gent.	3600	in	ns	ns1.combell.eu.
god2626.gent.	3600	in	ns	ns3.combell.net.
god2626.gent.	3600	in	ns	ns4.combell.net.
god2626.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 7Xn1PokYN6DBOGqiBto+eoDtVCf7DosIMsHimgelK/LxPy7RRfacHvkyr2J2AxD4zsGRtecV44Z/ZfnogoAYYA==
god2828.gent.	3600	in	ds	14486 13 2 2CB9789CF1791A0B46AEF58AF7ED9FBE06C6CC98ACD123AFC68FD61CD9D60D36
god2828.gent.	3600	in	ns	ns1.combell.eu.
god2828.gent.	3600	in	ns	ns3.combell.net.
god2828.gent.	3600	in	ns	ns4.combell.net.
god2828.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. zfaEosddzIeQny9T+UJuoT0yEfgRuXGeTB2ttDCZthuVtXNddQah5DD6Jcr4X9Ick/F489WqWW3x/INqU8h7Lw==
god29.gent.	3600	in	ds	21114 13 2 07B28B73F0D1569D858186EF752E67BE540408773B58A83A166F0D97789B30CE
god29.gent.	3600	in	ns	ns1.combell.eu.
god29.gent.	3600	in	ns	ns3.combell.net.
god29.gent.	3600	in	ns	ns4.combell.net.
god29.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. n9lmWNZhP/5qJKdZ3G7bI80DhMbhoE37qiSbZgImRC/PsurKBvsjXobL4MWTPTbEKbJrjuawepQTbYUWbaAZzQ==
god2929.gent.	3600	in	ds	40415 13 2 395D4433F364B04D8EDD2AE1D394B574FA35EA0AD792150D0791662219CC2A70
god2929.gent.	3600	in	ns	ns1.combell.eu.
god2929.gent.	3600	in	ns	ns3.combell.net.
god2929.gent.	3600	in	ns	ns4.combell.net.
god2929.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. WyT7yuF6IKbU+TPrIvjAdLjb0yacB7KKtu5c51FWeVMxA96XOaUE7iDfyuf3X7116EcQ7UgNp0ZPuSdvC5GzJA==
goddelijk27.gent.	3600	in	ds	57325 13 2 4AED1E9E654D3531186ABE1A8FBC558E3BA2C9D59B7879C047F507A7D0C79E30
goddelijk27.gent.	3600	in	ns	ns1.combell.eu.
goddelijk27.gent.	3600	in	ns	ns3.combell.net.
goddelijk27.gent.	3600	in	ns	ns4.combell.net.
goddelijk27.gent.	3600	in	rrsig	DS 13 2 3600 20260120121308 20251221104308 48473 gent. 8KHWZgT455342PegUku+hUZwiP4R4cImrVn+Y3s1ek/ZSaskBrT3ebBx27aJ1URFbPJiQy6AYf/toWNLILO43A==
godin.gent.	3600	in	ds	50328 13 2 E752537305389E1D0A6E46DDD4F4375D4930F7A6350B574DE43EDA25EBAC48AD
godin.gent.	3600	in	ns	ns1.combell.eu.
godin.gent.	3600	in	ns	ns3.combell.net.
