bayern.	86400	in	soa	anycast9.irondns.net. dnsmaster.irondns.net. 2509120103 7200 7200 604800 7200
eic9a58j8703dfpck4vtqqqokrl62igj.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. SuPp3SqcinT0tbjbgVPafc9z8HDtYjDh0d8wYJge0i6tRFFhTrB+UH3jq4tsTD0Uyyk5Ee/b7LwU0qvrn4xGLCQqFX0NojzW4Jh7O4yz6uzD9OfOYjMvAhTRhEUXZHrBL5GZNZxlXraMnJCo5aErLMUfbalN4wHaGlC0zcOswpa4GOPFz/89wDKUUGhhy4/LMALo4wUJQmChhDH49EINMg==
eich.bayern.	86400	in	ns	ns1.domaenenserver.de.
eich.bayern.	86400	in	ns	ns2.domaenenserver.de.
eichamt-augsburg-kempten.bayern.	86400	in	ns	a.ns14.net.
eichamt-augsburg-kempten.bayern.	86400	in	ns	b.ns14.net.
eichamt-augsburg-kempten.bayern.	86400	in	ns	c.ns14.net.
eichamt-augsburg-kempten.bayern.	86400	in	ns	d.ns14.net.
eichamt-bayreuth-bamberg-hof.bayern.	86400	in	ns	a.ns14.net.
eichamt-bayreuth-bamberg-hof.bayern.	86400	in	ns	b.ns14.net.
eichamt-bayreuth-bamberg-hof.bayern.	86400	in	ns	c.ns14.net.
eichamt-bayreuth-bamberg-hof.bayern.	86400	in	ns	d.ns14.net.
eichamt-landshut-passau.bayern.	86400	in	ns	a.ns14.net.
eichamt-landshut-passau.bayern.	86400	in	ns	b.ns14.net.
eichamt-landshut-passau.bayern.	86400	in	ns	c.ns14.net.
eichamt-landshut-passau.bayern.	86400	in	ns	d.ns14.net.
eichamt-muenchen-traunstein.bayern.	86400	in	ns	a.ns14.net.
eichamt-muenchen-traunstein.bayern.	86400	in	ns	b.ns14.net.
eichamt-muenchen-traunstein.bayern.	86400	in	ns	c.ns14.net.
eichamt-muenchen-traunstein.bayern.	86400	in	ns	d.ns14.net.
eichamt-nuernberg.bayern.	86400	in	ns	a.ns14.net.
eichamt-nuernberg.bayern.	86400	in	ns	b.ns14.net.
eichamt-nuernberg.bayern.	86400	in	ns	c.ns14.net.
eichamt-nuernberg.bayern.	86400	in	ns	d.ns14.net.
eichamt-regensburg-ingolstadt.bayern.	86400	in	ns	a.ns14.net.
eichamt-regensburg-ingolstadt.bayern.	86400	in	ns	b.ns14.net.
eichamt-regensburg-ingolstadt.bayern.	86400	in	ns	c.ns14.net.
eichamt-regensburg-ingolstadt.bayern.	86400	in	ns	d.ns14.net.
eichamt-wuerzburg.bayern.	86400	in	ns	a.ns14.net.
eichamt-wuerzburg.bayern.	86400	in	ns	b.ns14.net.
eichamt-wuerzburg.bayern.	86400	in	ns	c.ns14.net.
eichamt-wuerzburg.bayern.	86400	in	ns	d.ns14.net.
eichamt.bayern.	86400	in	ns	c.ns14.net.
eichamt.bayern.	86400	in	ns	ns.bayern.de.
eichamt.bayern.	86400	in	ns	ns2.bayern.de.
eichen.bayern.	86400	in	ns	c.ns14.net.
eichen.bayern.	86400	in	ns	ns.bayern.de.
eichen.bayern.	86400	in	ns	ns2.bayern.de.
eichenbuehl.bayern.	86400	in	ns	a.ns14.net.
eichenbuehl.bayern.	86400	in	ns	b.ns14.net.
eichenbuehl.bayern.	86400	in	ns	c.ns14.net.
eichenbuehl.bayern.	86400	in	ns	d.ns14.net.
eichendorf.bayern.	86400	in	ns	a.ns14.net.
eichendorf.bayern.	86400	in	ns	b.ns14.net.
eichendorf.bayern.	86400	in	ns	c.ns14.net.
eichendorf.bayern.	86400	in	ns	d.ns14.net.
eichenhof.bayern.	86400	in	ns	ns.udag.de.
eichenhof.bayern.	86400	in	ns	ns.udag.net.
eichenhof.bayern.	86400	in	ns	ns.udag.org.
eichenlaub.bayern.	86400	in	ns	docks10.rzone.de.
eichenlaub.bayern.	86400	in	ns	shades14.rzone.de.
eichenprozessionsspinner.bayern.	86400	in	ns	a.ns14.net.
eichenprozessionsspinner.bayern.	86400	in	ns	b.ns14.net.
eichenprozessionsspinner.bayern.	86400	in	ns	c.ns14.net.
eichenprozessionsspinner.bayern.	86400	in	ns	d.ns14.net.
eichenseer.bayern.	86400	in	ns	ns01.one.com.
eichenseer.bayern.	86400	in	ns	ns02.one.com.
eicher.bayern.	86400	in	ns	b.ns14.net.
eicher.bayern.	86400	in	ns	c.ns14.net.
eicher.bayern.	86400	in	ns	cloud01.hosting-deutschland.com.
eicher.bayern.	86400	in	ns	d.ns14.net.
eichermueller.bayern.	86400	in	ns	ns01.trademarkarea.com.
eichermueller.bayern.	86400	in	ns	ns02.trademarkarea.com.
eicherne.bayern.	86400	in	ns	a.ns14.net.
eicherne.bayern.	86400	in	ns	b.ns14.net.
eicherne.bayern.	86400	in	ns	c.ns14.net.
eicherne.bayern.	86400	in	ns	d.ns14.net.
eichhorn-service.bayern.	86400	in	ns	ns-de.1and1-dns.biz.
eichhorn-service.bayern.	86400	in	ns	ns-de.1and1-dns.com.
eichhorn-service.bayern.	86400	in	ns	ns-de.1and1-dns.de.
eichhorn-service.bayern.	86400	in	ns	ns-de.1and1-dns.org.
eichinger.bayern.	86400	in	ns	ns5.kasserver.com.
eichinger.bayern.	86400	in	ns	ns6.kasserver.com.
eichler.bayern.	86400	in	ns	ns-de.1and1-dns.biz.
eichler.bayern.	86400	in	ns	ns-de.1and1-dns.com.
eichler.bayern.	86400	in	ns	ns-de.1and1-dns.de.
eichler.bayern.	86400	in	ns	ns-de.1and1-dns.org.
eichner.bayern.	86400	in	ns	ns1.ranzinger.name.
eichner.bayern.	86400	in	ns	ns2.ranzinger.name.
eichstaedter.bayern.	86400	in	ns	ns.second-ns.com.
eichstaedter.bayern.	86400	in	ns	ns1.your-server.de.
eichstaedter.bayern.	86400	in	ns	ns3.second-ns.de.
eichstaett-burg.bayern.	86400	in	ns	a.ns14.net.
eichstaett-burg.bayern.	86400	in	ns	b.ns14.net.
eichstaett-burg.bayern.	86400	in	ns	c.ns14.net.
eichstaett-burg.bayern.	86400	in	ns	d.ns14.net.
eichstaett-willibaldsburg.bayern.	86400	in	ns	a.ns14.net.
eichstaett-willibaldsburg.bayern.	86400	in	ns	b.ns14.net.
eichstaett-willibaldsburg.bayern.	86400	in	ns	c.ns14.net.
eichstaett-willibaldsburg.bayern.	86400	in	ns	d.ns14.net.
eichung.bayern.	86400	in	ns	a.ns14.net.
eichung.bayern.	86400	in	ns	b.ns14.net.
eichung.bayern.	86400	in	ns	c.ns14.net.
eichung.bayern.	86400	in	ns	d.ns14.net.
eichverwaltung.bayern.	86400	in	ns	c.ns14.net.
eichverwaltung.bayern.	86400	in	ns	ns.bayern.de.
eichverwaltung.bayern.	86400	in	ns	ns2.bayern.de.
eickelschulte.bayern.	86400	in	ns	ns.udag.de.
eickelschulte.bayern.	86400	in	ns	ns.udag.net.
eickelschulte.bayern.	86400	in	ns	ns.udag.org.
eidmueller.bayern.	86400	in	ns	ns-de.1and1-dns.biz.
eidmueller.bayern.	86400	in	ns	ns-de.1and1-dns.com.
eidmueller.bayern.	86400	in	ns	ns-de.1and1-dns.de.
eidmueller.bayern.	86400	in	ns	ns-de.1and1-dns.org.
eidnghi5i66k7vr655f9ttbkfrmu6aoq.bayern.	43200	in	nsec3	1 0 0 - EIG0U7UUB0MJBFGCMS3LJK36P109REBM NS
eidnghi5i66k7vr655f9ttbkfrmu6aoq.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. jMFo4bOP0Ta7d86pWSbjhuQm0B956pBBxngT/4EMeQx8dQ8wUhiuXUNnIH1GBFXRipM5tlc4+czHB3MX68khZF1hPPKgeLdTCsljhr+3CFx2zk9RSEW95gYxYyBd0J2FnxkPDMY9121R/9vLAr28DUZAu9v9NkQ/NEkZNmPItqBPeDXDUvyVJNwZ6mCuAlBn0enCbWviHWNr3eipY1a8MA==
eig0u7uub0mjbfgcms3ljk36p109rebm.bayern.	43200	in	nsec3	1 0 0 - EIG907G24RG04FR7DO3CB7LF3NU9C6I7 NS
eig0u7uub0mjbfgcms3ljk36p109rebm.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. aoJqX6AWRFVB+0jjGMsNuxTPkJR2Pe1xuW8wu3/PGk0K96RUKUa7ykGKjRcU7CRSxsKkQxFy/wEqzsqcGRx4IravslYehh06YGmqH6UXg4q7wLieFqksa2T++SpjGgLNdUyHn+UrUCP8oZyF3goIexWZu+vLEy+/Eth8bxewcI7mTlfQT0oFl/ifpeM5sG1dYKVfgGhINuhr5dHAc/9Kqg==
eig907g24rg04fr7do3cb7lf3nu9c6i7.bayern.	43200	in	nsec3	1 0 0 - EIGNK4CPJHHTCRKOOIBITJFT0PSN1KQR NS
eig907g24rg04fr7do3cb7lf3nu9c6i7.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. T201Mrjw3gbKoKIgxho/P2PXY1TkBdOhcPBi4Dcsc2re2zaw1TDC1HPRIDoF9juLuOqLa91OlyYrK4Izk3DI+uSdE7+78OuLhgqF3RmxCg6nS+ZmwlqjIit6frB0C/jhDg3XDJu3KrbpOWRq/NkbFbfxRAUImm1G+mEwvfJoV5ZBy3wfRL6OhDtckOtaXifWk2TbonXXm/we2J76iCoLWQ==
eigenblut.bayern.	86400	in	ns	ns-de.1and1-dns.biz.
eigenblut.bayern.	86400	in	ns	ns-de.1and1-dns.com.
eigenblut.bayern.	86400	in	ns	ns-de.1and1-dns.de.
eigenblut.bayern.	86400	in	ns	ns-de.1and1-dns.org.
eigenbrod.bayern.	86400	in	ns	a.ns14.net.
eigenbrod.bayern.	86400	in	ns	b.ns14.net.
eigenbrod.bayern.	86400	in	ns	c.ns14.net.
eigenbrod.bayern.	86400	in	ns	d.ns14.net.
eigenheimfoerderung.bayern.	86400	in	ns	a.ns14.net.
eigenheimfoerderung.bayern.	86400	in	ns	b.ns14.net.
eigenheimfoerderung.bayern.	86400	in	ns	c.ns14.net.
eigenheimfoerderung.bayern.	86400	in	ns	d.ns14.net.
eigenleistung.bayern.	86400	in	ns	ns5.kasserver.com.
eigenleistung.bayern.	86400	in	ns	ns6.kasserver.com.
eigenschenk.bayern.	86400	in	ns	ns1.de-nserver.de.
eigenschenk.bayern.	86400	in	ns	ns2.de-nserver.de.
eigenstetter.bayern.	86400	in	ns	ns1020.ui-dns.biz.
eigenstetter.bayern.	86400	in	ns	ns1064.ui-dns.de.
eigenstetter.bayern.	86400	in	ns	ns1083.ui-dns.com.
eigenstetter.bayern.	86400	in	ns	ns1089.ui-dns.org.
eigentumswohnung.bayern.	86400	in	ns	ns1.virtualhosts.de.
eigentumswohnung.bayern.	86400	in	ns	ns2.virtualhosts.de.
eigentumswohnung.bayern.	86400	in	ns	ns3.virtualhosts.eu.
eigentumswohnungen.bayern.	86400	in	ns	ns.udag.de.
eigentumswohnungen.bayern.	86400	in	ns	ns.udag.net.
eigentumswohnungen.bayern.	86400	in	ns	ns.udag.org.
eigner.bayern.	86400	in	ns	auth1.artfiles.de.
eigner.bayern.	86400	in	ns	auth2.artfiles.de.
eignk4cpjhhtcrkooibitjft0psn1kqr.bayern.	43200	in	nsec3	1 0 0 - EIIA0B3IF8F1Q76VBI9JL83DDVDSUMAF NS
eignk4cpjhhtcrkooibitjft0psn1kqr.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. c0fxGrvkGf0Dcg0Y8iSbPj5nS35zX3u8zvAfuYctM4jvgqFUaLkoVi+K2Ft1hujqsv6YTth7DqzaZrcWxXJstRJFujS9pfqXp5XptnT0tkG2xKK9/+uLtP0DOBvP6PomnUZ9MF9jF0HCF6FdxOjJ8K7fP/CJlU0nSvC+bpSbw6pAfhXgKTSsQG1JK6LpmejKQ3w/IHyVS2i7onMmqgywcQ==
eignungstest.bayern.	86400	in	ns	ns1.domaintechnik.at.
eignungstest.bayern.	86400	in	ns	ns2.domaintechnik.at.
eignungstest.bayern.	86400	in	ns	ns3.domaintechnik.at.
eignungstest.bayern.	86400	in	ns	ns4.domaintechnik.at.
eiia0b3if8f1q76vbi9jl83ddvdsumaf.bayern.	43200	in	nsec3	1 0 0 - EILRTFB3LQMQ93K7HR3MEMDJ6Q30O0KG NS
eiia0b3if8f1q76vbi9jl83ddvdsumaf.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. o9UP5IHlg3NhHMcqAq4yBWoDc5Mpj2Eis78d9BYs1WlM7rv1q0gsKQoZTfUym7mtV3zxj1v/O0v/UoUlIoz+mWgDR5tp505ivwtFyPuFXr0aVmxiRxJD3gNtnK3i9jd5N1HrIRsymCY8kHYpyga1ny6jSCvMqN/hp9FEL9nvalIl+grJNN4sxzRS2su8Q2K9wHk7jCWSXFzwEq53SLm5gw==
eiler.bayern.	86400	in	ns	ns1.gmxnet.de.
eiler.bayern.	86400	in	ns	ns2.gmxnet.de.
eiler.bayern.	86400	in	ns	ns3.gmxnet.de.
eiler.bayern.	86400	in	ns	ns4.gmxnet.de.
eilrtfb3lqmq93k7hr3memdj6q30o0kg.bayern.	43200	in	nsec3	1 0 0 - EINBHT38KIUVQTM6H2MQ2KGKRK4A47MD NS
eilrtfb3lqmq93k7hr3memdj6q30o0kg.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. kBKCH0a2kO25dSIY3BPQVNbitzSPm8HY8x+YmRbyWxqKGgfcg0EUfhR9X5ZA1lvVaQ+MjIQE1HldBdZ4u4nBYXFr55reaFsStsarF9HmhS1mvGvluO5Clrs9d/NmqlqgAcH9zd6EnWHBP6s4ggZdxBd5UFzEYklKKoOneTcJrfFNBUcRZy7a/s2x0mL7yOsmpOmqDKHVnDZamUOkkWFymQ==
ein-gymnasium.bayern.	86400	in	ns	docks12.rzone.de.
ein-gymnasium.bayern.	86400	in	ns	shades13.rzone.de.
ein-stueck-sicherheit.bayern.	86400	in	ns	ns2.xc-ns.de.
ein-stueck-sicherheit.bayern.	86400	in	ns	ns5.xc-ns.de.
einbht38kiuvqtm6h2mq2kgkrk4a47md.bayern.	43200	in	nsec3	1 0 0 - EINR4FA8AU3A215L80M8CJLOMRVUN418 NS
einbht38kiuvqtm6h2mq2kgkrk4a47md.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. JbVoT54MTNmdkU3dQWDjaq8OtNH04ZZmEIT5wNMwPfjQlEQ0gyjqNDQ8fHaX65dIbaxiotgX+6tzHMoQJHT646ZKC+U93EddNI4rsx6LyWGbmSMEfeJ66gR0J3Erft3GF0l7R8xZuN7mTV3yfmqB/e86hKE8LBZQEHPD8755o9MyjMr3NdG+GfKzH9Ugc/JgjwfpfGj5hDXwE4MWvf2CMg==
eine-welt-politik.bayern.	86400	in	ns	ns.udag.de.
eine-welt-politik.bayern.	86400	in	ns	ns.udag.net.
eine-welt-politik.bayern.	86400	in	ns	ns.udag.org.
eine-welt.bayern.	86400	in	ns	ns.udag.de.
eine-welt.bayern.	86400	in	ns	ns.udag.net.
eine-welt.bayern.	86400	in	ns	ns.udag.org.
einervonunsindenlandtag.bayern.	86400	in	ns	a.ns36.de.
einervonunsindenlandtag.bayern.	86400	in	ns	b.ns36.de.
einewelt.bayern.	86400	in	ns	ns.udag.de.
einewelt.bayern.	86400	in	ns	ns.udag.net.
einewelt.bayern.	86400	in	ns	ns.udag.org.
einfach-dufter.bayern.	86400	in	ns	docks17.rzone.de.
einfach-dufter.bayern.	86400	in	ns	shades17.rzone.de.
einfach-finden.bayern.	86400	in	ns	c.ns14.net.
einfach-finden.bayern.	86400	in	ns	ns.bayern.de.
einfach-finden.bayern.	86400	in	ns	ns2.bayern.de.
einfach-gsund.bayern.	86400	in	ns	ns1048.ui-dns.de.
einfach-gsund.bayern.	86400	in	ns	ns1071.ui-dns.com.
einfach-gsund.bayern.	86400	in	ns	ns1080.ui-dns.biz.
einfach-gsund.bayern.	86400	in	ns	ns1089.ui-dns.org.
einfach-lebenswert.bayern.	86400	in	ns	ns1.domaindiscount24.net.
einfach-lebenswert.bayern.	86400	in	ns	ns2.domaindiscount24.net.
einfach-lebenswert.bayern.	86400	in	ns	ns3.domaindiscount24.net.
einfach-smart.bayern.	86400	in	ns	a.ns36.de.
einfach-smart.bayern.	86400	in	ns	b.ns36.de.
einfach-werbetechnik.bayern.	86400	in	ns	ns.yathos.de.
einfach-werbetechnik.bayern.	86400	in	ns	ns2.yathos.de.
einfach.bayern.	86400	in	ns	cns1.alfahosting.info.
einfach.bayern.	86400	in	ns	cns2.alfahosting.info.
einfachbauen.bayern.	86400	in	ns	ns1.emailverification.info.
einfachbauen.bayern.	86400	in	ns	ns2.emailverification.info.
einfacher.bayern.	86400	in	ns	ns.udag.de.
einfacher.bayern.	86400	in	ns	ns.udag.net.
einfacher.bayern.	86400	in	ns	ns.udag.org.
einfachgesund.bayern.	86400	in	ns	ns.inwx.de.
einfachgesund.bayern.	86400	in	ns	ns2.inwx.de.
einfachgesund.bayern.	86400	in	ns	ns3.inwx.eu.
einfachwerbetechnik.bayern.	86400	in	ns	ns.yathos.de.
einfachwerbetechnik.bayern.	86400	in	ns	ns2.yathos.de.
eingliederungshilfe.bayern.	86400	in	ns	ns1.dntrust.com.
eingliederungshilfe.bayern.	86400	in	ns	ns2.dntrust.com.
eingliederungshilfe.bayern.	86400	in	ns	ns3.dntrust.com.
eingliederungshilfe.bayern.	86400	in	ns	ns4.dntrust.com.
einhausen.bayern.	86400	in	ns	ns1046.ui-dns.biz.
einhausen.bayern.	86400	in	ns	ns1053.ui-dns.com.
einhausen.bayern.	86400	in	ns	ns1089.ui-dns.de.
einhausen.bayern.	86400	in	ns	ns1090.ui-dns.org.
einheitlicher-ansprechpartner.bayern.	86400	in	ns	c.ns14.net.
einheitlicher-ansprechpartner.bayern.	86400	in	ns	ns.bayern.de.
einheitlicher-ansprechpartner.bayern.	86400	in	ns	ns2.bayern.de.
einheitlicheransprechpartner.bayern.	86400	in	ns	a.ns14.net.
einheitlicheransprechpartner.bayern.	86400	in	ns	b.ns14.net.
einheitlicheransprechpartner.bayern.	86400	in	ns	c.ns14.net.
einheitlicheransprechpartner.bayern.	86400	in	ns	d.ns14.net.
einhorn-apotheke.bayern.	86400	in	ns	ns-de.1and1-dns.biz.
einhorn-apotheke.bayern.	86400	in	ns	ns-de.1and1-dns.com.
einhorn-apotheke.bayern.	86400	in	ns	ns-de.1and1-dns.de.
einhorn-apotheke.bayern.	86400	in	ns	ns-de.1and1-dns.org.
einkaufswelt-wanninger.bayern.	86400	in	ns	a.ns14.net.
einkaufswelt-wanninger.bayern.	86400	in	ns	b.ns14.net.
einkaufswelt-wanninger.bayern.	86400	in	ns	c.ns14.net.
einkaufswelt-wanninger.bayern.	86400	in	ns	d.ns14.net.
einkaufswelt.bayern.	86400	in	ns	ns1.idowa.de.
einkaufswelt.bayern.	86400	in	ns	ns2.idowa.de.
einkaufszentrum.bayern.	86400	in	ns	ns1.domaintechnik.at.
einkaufszentrum.bayern.	86400	in	ns	ns2.domaintechnik.at.
einkaufszentrum.bayern.	86400	in	ns	ns3.domaintechnik.at.
einkaufszentrum.bayern.	86400	in	ns	ns4.domaintechnik.at.
einkommensteuer-seminar.bayern.	86400	in	ns	docks10.rzone.de.
einkommensteuer-seminar.bayern.	86400	in	ns	shades07.rzone.de.
einkommensteuer-seminare.bayern.	86400	in	ns	docks08.rzone.de.
einkommensteuer-seminare.bayern.	86400	in	ns	shades16.rzone.de.
einkommensteuer.bayern.	86400	in	ns	ns1.lohi.de.
einkommensteuer.bayern.	86400	in	ns	ns2.lohi.de.
einkommensteuer.bayern.	86400	in	ns	ns3.lohi.de.
einkommensteuer.bayern.	86400	in	ns	ns4.lohi.de.
einlagen.bayern.	86400	in	ns	ns.udag.de.
einlagen.bayern.	86400	in	ns	ns.udag.net.
einlagen.bayern.	86400	in	ns	ns.udag.org.
einlagerungen.bayern.	86400	in	ns	ns.second-ns.com.
einlagerungen.bayern.	86400	in	ns	ns1.your-server.de.
einlagerungen.bayern.	86400	in	ns	ns3.second-ns.de.
einlebenlang.bayern.	86400	in	ns	docks13.rzone.de.
einlebenlang.bayern.	86400	in	ns	shades03.rzone.de.
einmayr.bayern.	86400	in	ns	ns1.alldomains.hosting.
einmayr.bayern.	86400	in	ns	ns2.alldomains.hosting.
einmayr.bayern.	86400	in	ns	ns3.alldomains.hosting.
einmayr.bayern.	86400	in	ns	ns4.alldomains.hosting.
einr4fa8au3a215l80m8cjlomrvun418.bayern.	43200	in	nsec3	1 0 0 - EIO4ERKDGBJU28JNMB44K5PLLD7NMET2 NS
einr4fa8au3a215l80m8cjlomrvun418.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. F0m8fBUuDb4MgEQnRVzfD4Bo337kyvmQdXOCcx3b/VsOYJSp1LQu38pPD+dsXd9cSHFKYANFv4IpVkQIWNqwhgN0/3j3qvpjqSRhrFMD1q+0kXmoR5d9ycuLANLylxvpYNHW8blMYcA2W4UWkUyHCrZqZ8FxJqGm3+kijmoKLER9GBuZsPIRkjvGIZ1XRxdvuFMx5A8JlfMrEOFG7TqCug==
einsam.bayern.	86400	in	ns	ns1.domaintechnik.at.
einsam.bayern.	86400	in	ns	ns2.domaintechnik.at.
einsam.bayern.	86400	in	ns	ns3.domaintechnik.at.
einsam.bayern.	86400	in	ns	ns4.domaintechnik.at.
einsamkeit.bayern.	86400	in	ns	ns1.domaintechnik.at.
einsamkeit.bayern.	86400	in	ns	ns2.domaintechnik.at.
einsamkeit.bayern.	86400	in	ns	ns3.domaintechnik.at.
einsamkeit.bayern.	86400	in	ns	ns4.domaintechnik.at.
einsatznachbearbeitung.bayern.	86400	in	ns	c.ns14.net.
einsatznachbearbeitung.bayern.	86400	in	ns	ns.bayern.de.
einsatznachbearbeitung.bayern.	86400	in	ns	ns2.bayern.de.
einsatzstatistik.bayern.	86400	in	ns	a.ns14.net.
einsatzstatistik.bayern.	86400	in	ns	b.ns14.net.
einsatzstatistik.bayern.	86400	in	ns	c.ns14.net.
einsatzstatistik.bayern.	86400	in	ns	d.ns14.net.
einsiedelei.bayern.	86400	in	ns	a.ns14.net.
einsiedelei.bayern.	86400	in	ns	b.ns14.net.
einsiedelei.bayern.	86400	in	ns	c.ns14.net.
einsiedelei.bayern.	86400	in	ns	d.ns14.net.
einspeisesteckdose.bayern.	86400	in	ns	a.ns14.net.
einspeisesteckdose.bayern.	86400	in	ns	b.ns14.net.
einspeisesteckdose.bayern.	86400	in	ns	c.ns14.net.
einspeisesteckdose.bayern.	86400	in	ns	d.ns14.net.
einsteigen.bayern.	86400	in	ns	c.ns14.net.
einsteigen.bayern.	86400	in	ns	ns.bayern.de.
einsteigen.bayern.	86400	in	ns	ns2.bayern.de.
einstieg.bayern.	86400	in	ns	c.ns14.net.
einstieg.bayern.	86400	in	ns	ns.bayern.de.
einstieg.bayern.	86400	in	ns	ns2.bayern.de.
einstuecksicherheit.bayern.	86400	in	ns	ns2.xc-ns.de.
einstuecksicherheit.bayern.	86400	in	ns	ns5.xc-ns.de.
einsundzwei.bayern.	86400	in	ns	ns5.kasserver.com.
einsundzwei.bayern.	86400	in	ns	ns6.kasserver.com.
eintracht.bayern.	86400	in	ns	ns75.domaincontrol.com.
eintracht.bayern.	86400	in	ns	ns76.domaincontrol.com.
einzelhandel.bayern.	86400	in	ns	ns.udag.de.
einzelhandel.bayern.	86400	in	ns	ns.udag.net.
einzelhandel.bayern.	86400	in	ns	ns.udag.org.
eio4erkdgbju28jnmb44k5plld7nmet2.bayern.	43200	in	nsec3	1 0 0 - EIOH9PHJ4DPFGS0UAP14G3NT7QK7BSP6 NS
eio4erkdgbju28jnmb44k5plld7nmet2.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. mBfkevlRxqQShOd9LO0/3i/knLHFfmMAtYR9BDIz/kUaRzmQ+/ZtelqXV/EHRu4bF7tqeeHaQL0WrwM1WpCA2NnNkVafO378RxX+Iv/Hvld9n13UsgdjxbioUw5UCMM7HVfIWNkTgR9UoZnkkfPhBqupX5swFL5Py9y5vZJJLHEsGgeNQ+E4NZtClsBx3XoH0GYc4Zfo6ziy+dGeHWPKgw==
eioh9phj4dpfgs0uap14g3nt7qk7bsp6.bayern.	43200	in	nsec3	1 0 0 - EIPCM5DCBF6GENHSP3CE8O2RSEOBD6GM NS
eioh9phj4dpfgs0uap14g3nt7qk7bsp6.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. N0X9OEZk0MXyVkqLT+l2GkjqApeNgv9uI2vY436Z1Iabq64FtcX1/L31ThG9oHIJsBdM0CqJxJLyNxyHWhpMxq1J8KEa/c1zyqYmQ2zzocXV7NNDA0jhMspjYjAroFHwyJtbYGWlIWFyatqL1bcPxOV9GgqTGPfqfcwg1zpIf7Ljtqf6up5zrmuUHt+G4Zm4ius6mjcHJk7V1iKea4Wfjg==
eipcm5dcbf6genhsp3ce8o2rseobd6gm.bayern.	43200	in	nsec3	1 0 0 - EIPS8V1NI81DENTJUJDDB0TDCU2HSLOB NS
eipcm5dcbf6genhsp3ce8o2rseobd6gm.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. i4i2Mcvf+4yXs8I7j5vEQ5q/wNTYHqJwWmeAiEwtGoVA1yXay020JkwMZg4HCrOgpuPQn61ezkJobisrMGGrY1VOErlSxwWEut/9Xm7aj4RnEOHQF1UB7a7avxZxTEErXs2TLUnNl5nM2yuxWOWO12oco5YFcPBnQ52mHQ11A0hBw77+2h5duz5d5utwZjw4liG/Fh1nykcwg4ANVK4luw==
eips8v1ni81dentjujddb0tdcu2hslob.bayern.	43200	in	nsec3	1 0 0 - EISHT9FSM08GVH058E0H0GG3C5EFOS0E NS
eips8v1ni81dentjujddb0tdcu2hslob.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. cbt68ZTLktnsP+nV9EX/IOmH3sJqVx0alsHwRZYoUgf+3b+SUuwhMKZdNbtuz1xEz2b6q2g2s2sYONrPLHErnF3ijiVteVlY1aqCgsguMu+FsNU9ujjdDrNRBdu4cllbh3CWOKpLtjmrc7SpkEB1/bo3yg8l0U9B+3LAZfagksnpagzP7plDeSu43vlL3D3JJ+CvF6MU7Pg46L6mN+ssHA==
eirenschmalz-gmbh.bayern.	86400	in	ns	docks17.rzone.de.
eirenschmalz-gmbh.bayern.	86400	in	ns	shades13.rzone.de.
eirenschmalz.bayern.	86400	in	ns	docks18.rzone.de.
eirenschmalz.bayern.	86400	in	ns	shades11.rzone.de.
eisbaden.bayern.	86400	in	ns	ns1033.ui-dns.biz.
eisbaden.bayern.	86400	in	ns	ns1037.ui-dns.de.
eisbaden.bayern.	86400	in	ns	ns1098.ui-dns.com.
eisbaden.bayern.	86400	in	ns	ns1103.ui-dns.org.
eisel.bayern.	86400	in	ns	cns1.cloudpit.de.
eisel.bayern.	86400	in	ns	cns2.cloudpit.com.
eisel.bayern.	86400	in	ns	cns3.cloudpit.io.
eisenbahn.bayern.	86400	in	ns	a.ns14.net.
eisenbahn.bayern.	86400	in	ns	b.ns14.net.
eisenbahn.bayern.	86400	in	ns	c.ns14.net.
eisenbahn.bayern.	86400	in	ns	d.ns14.net.
eisenberg.bayern.	86400	in	ns	ns1.world4you.at.
eisenberg.bayern.	86400	in	ns	ns2.world4you.at.
eisenblaetter.bayern.	86400	in	ns	ns.udag.de.
eisenblaetter.bayern.	86400	in	ns	ns.udag.net.
eisenblaetter.bayern.	86400	in	ns	ns.udag.org.
