xn--80asehdb.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2601250133 7200 7200 604800 900
08q9s707qfm8op8s37dc4q5uo1ub4mfl.xn--80asehdb.	43200	in	nsec3	1 0 0 - 09600JKA85GDMS2PL488RURQ9IGPABL2 NS
08q9s707qfm8op8s37dc4q5uo1ub4mfl.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260206031755 20260123031755 49830 xn--80asehdb. RUeDEJ3qL5uEasE5Fhj3RbPb32+1JACPyjBrTEQTOO2KXPVkdu6AKLHB9kjmCju41Rt/1y25Ny3zuipO+ltpIHwf6nneEVoYUQ9kRhewhScMlaB2dFRdLs+64OSMWysdYwzqHtOZ/l1c73LTFmXTTi67rtvOghEHB+xymBzJDxg=
09600jka85gdms2pl488rurq9igpabl2.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0A18CUPL66325N71AHHPL1BMI5EKR01L NS
09600jka85gdms2pl488rurq9igpabl2.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260206031755 20260123031755 49830 xn--80asehdb. WY9P12zImMis1qnAf/bWVYUC+s+ml6X6015MKVSaapGXZ04T2ath0KGS6/jnhXIp6yYlTgS/Hi4Y/rgiJb1mZxxoLd3JJpWcDcRpHodqNTzSVaIrRDmvUUYp17o+rSm1mCwR4MecWRO33J/8KK7CuVH4gELCx6t26TOpn1WMWNQ=
0a18cupl66325n71ahhpl1bmi5ekr01l.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0A2LHP5GRN3I91PJQDG64SQ0G06ER7C6 NS
0a18cupl66325n71ahhpl1bmi5ekr01l.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260205085956 20260122085956 49830 xn--80asehdb. SySII6tBDIRY6ITtDCG4mmbPHM58Lb05kKBoIGRUOHEJeyRr9ajyy2JvjOZNcMkAHYpwlxaMrjoCH7o77RC8sQiNuwyr39UXp1tGJAcYhAAY2m9lAIlFwkh5nHaX7jow710z0g21erXb3jX96rnJB1oihc6XtXid86+qYP3t7Ss=
0a2lhp5grn3i91pjqdg64sq0g06er7c6.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0A897B04KD78GVDT828JV0US3F7H8OOP NS
0a2lhp5grn3i91pjqdg64sq0g06er7c6.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260203001816 20260120001816 49830 xn--80asehdb. jhzmW4yrOr8xtt+/qM0k5TP5zx8jxhBGSokFsNEixfYYSrnAVRbQw88gadOcM4cCisxPQJmEUqUwFwXL9Rj3UktkNS/IUQNJJmAx7XePoMhFtIJoIuH+aa2jCDZzo8NQXEEDE1V+plzIB3CVHYw9uNTuYNeq4NFyRIpnlSpNkng=
0a897b04kd78gvdt828jv0us3f7h8oop.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0CKPTILJSRMBRANSSMG9DQ608ST25TQF NS
0a897b04kd78gvdt828jv0us3f7h8oop.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260202231857 20260119231857 49830 xn--80asehdb. h5vlXItVrMuiIeqHzdIU3SoGtqjj8zoMwTvTlVNESlOUwUFF1fXqFlX3A70UtgyxXwrIfkO8QeG9gFawA3yqJ3V6KJp6477Uew/9qAPzpSq1yLGYyOPD9Tx0Jnm93eRzqjbmm2dNN+E1TeUWCHNcBQGuTNnsC7hroOiBfsASQog=
0ckptiljsrmbranssmg9dq608st25tqf.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0DHDESTISQC1VL2265QOE1MJ5RQ78IDK NS
0ckptiljsrmbranssmg9dq608st25tqf.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260201050404 20260118050404 49830 xn--80asehdb. YcSNFs4xhTwCXwNRlQWnWqDSsmNtDk+zwaAsqKop8QSOfYsZtGHosYswIexobF3HwzHEgN6mxAg7ccPBxHpnqFuUMeari99+kKxNlQsJbt0H5Xm3gQ2OOAJd0d+bqBzarc7Q+zxeYHxEiK9GA91rRfysbu54Tq+JjK8BVrcAXLY=
0dhdestisqc1vl2265qoe1mj5rq78idk.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0ES4J0NPJU5S5DS9LFM6FSGNCGFJNH10 NS
0dhdestisqc1vl2265qoe1mj5rq78idk.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260203024854 20260120024854 49830 xn--80asehdb. BFYldU14rn8bt4bdsuj2OptRqJJRk/cYK8YTQj9RV4hYQ73Jo0TvCw8dsgZDCCH+GNAs2FPR6kvih6wBZdlwhfE/W3uapqONQjFWs/HSe5H6RFyNBN2BmxeFqTquKnr4vZTU4EDFs6YACPDL7W8ryPEzueH2OqHBmEZVnp0XRYI=
0es4j0npju5s5ds9lfm6fsgncgfjnh10.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0EV4D6K5H3UHSPIVPB5OSP899842UC6M NS
0es4j0npju5s5ds9lfm6fsgncgfjnh10.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260130213031 20260116213031 49830 xn--80asehdb. UiBxPBRYyXsiOUaCtnJxK9Gib/645rCcW89NGeCNORWf7wa5lRJ9a0iFikbZrQT3LidVupG5ipFxEAjBXjw47I5fgKNW6nBETmzK7MIig6Sm76GEnbc4VmrkwiJxEmdSAbazM/Ar9mhJMmxPBjW5gXdUKrHVaFII/FspBL0OhGg=
0ev4d6k5h3uhspivpb5osp899842uc6m.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0F7JVFPFCFMRS5OO67IS4PEGONURKTK5 NS
0ev4d6k5h3uhspivpb5osp899842uc6m.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260130213031 20260116213031 49830 xn--80asehdb. VIARTM+XosyR67tu9lEzB8efQR/cRHGInsLSXGcJD3zuatZpJGD4ZzIOlF3iFuo4kR43Embvyngc+b3/do7/KDpkRJLegwuVtKD01bXKbEGTQziaqp+RHCQAkz8gc9iQfCzLpltMmsfVcUImtMHp5wshiVo490POHK469kdi+Xs=
0f7jvfpfcfmrs5oo67is4pegonurktk5.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0F91I13K2JJ5KULTT35LR21M99E1A7GL NS
0f7jvfpfcfmrs5oo67is4pegonurktk5.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260205085956 20260122085956 49830 xn--80asehdb. MTn7tR0+svvbMHO7tTnLjhYL8PfKSWPLYX7lAkdJFOAG0vGmA5gFkgjARv6QYbrQ3xO99T9QxvQEr+F7pCF7nt8HNyXaqRbdSf0EFMtMj1Edn7Np8VXphskxpqPhR0+ZUKXP+5r3MV7oshY2MuJJkcNM7iQEnwTDUXwt4XH+DcE=
0f91i13k2jj5kultt35lr21m99e1a7gl.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0FCNVLHVMGP2A6OADHA5CKNVCIM8E5NV NS
0f91i13k2jj5kultt35lr21m99e1a7gl.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260205085956 20260122085956 49830 xn--80asehdb. PAi8PzjwAV4s62ElTxXIA4QGb1mNRtDRcvWyRJMTiQ1hy8Ld/aoBdfg4cy0F+dJoPxVa7Gim8x/eHxFDNkGql+aMxWMnA9Mjrc/zyjW204g+5TkHOHGSPvWQEpRCtiOO5FooXpFtj+kVNiNvVS9dxSyIqB9aSbvv/FvAFWOHNpg=
0fcnvlhvmgp2a6oadha5cknvcim8e5nv.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0FR72C32TNGQ50U1P9KKT1J3G9CTT6JE NS
0fcnvlhvmgp2a6oadha5cknvcim8e5nv.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260204023219 20260121023219 49830 xn--80asehdb. XcDpfZxBmDKo425vcI2SB+/2xHOQ4TpNteBcjTYaqDlAwRKE3MVcqa/oa/p5iLRN/g+iD5KiUXcCPVrjzMnr8EVfkMmuJ6XCa5wrO61QfoVW/EyN/RoPvzmUsYaYonerY4ymcUM1GtjabbroInwucfv76TFo/U3cqdC772R1Krs=
0fr72c32tngq50u1p9kkt1j3g9ctt6je.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0GO81G5ISHPF13BCEN8V6BSA0G6T5Q9S NS
0fr72c32tngq50u1p9kkt1j3g9ctt6je.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260202133021 20260119133021 49830 xn--80asehdb. YIGLY7EPbeAosN5I2vJVF8ebhW4qCHjIj380D7rLXCYSuP1atgpMRhtyRUxVwbAeMrklcc0TFx+PKkkLmvTpneHUsyWSgWwiAJpiFVuOLF2rjsSeT3i6PdS0CmM3xEMJLA2QFaE50EU2gjdIJ5rupULW7l2KuZsYosTcnPM0wnQ=
0go81g5ishpf13bcen8v6bsa0g6t5q9s.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0H8B1ALHA66JPOCG06DTA0G6VRHU7777 NS
0go81g5ishpf13bcen8v6bsa0g6t5q9s.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260205230356 20260122230356 49830 xn--80asehdb. IbN3JXO3LOEPM78giNwSNdzEh2fUuCcDsfg5R5C9h5Xe4L3//3sak+QbPHq9YSIseFjVAPWkb6JWjG63n6/d54sUO/VN2OEqQF3kMZlRqPFPQbpswh8vBahMzcjF4wBm8pq6qCRObvIAdL6Sflp0FB+cpDMPc2qRb7BTzn41urQ=
0h8b1alha66jpocg06dta0g6vrhu7777.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0HBDTQ4HPT97ULLVJ5R02F7R1O9D471I NS
0h8b1alha66jpocg06dta0g6vrhu7777.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260203172526 20260120172526 49830 xn--80asehdb. iz21c9B7JDMqhpIWUOcwnd9waGzOO/Re1aP7azVZLFx+vv0L9iYaQaj0ZEV/AX2MNM+iFpkc7pqukT+NGlctxMQjitxkrY/YQwuifJzJhuPdfjzjFINCjQvJknLOUluiag8xvVNvNjbJ2hUawelxTYURYwH5NEPdc6pNzSQTPpE=
0hbdtq4hpt97ullvj5r02f7r1o9d471i.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0HBDUT12QPRUUV3H5IT1QE70ROK8PJUG NS
0hbdtq4hpt97ullvj5r02f7r1o9d471i.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260203172526 20260120172526 49830 xn--80asehdb. H7y+dhaw9RM4QTxHgUaxpFucgo17+YbYJrucPcy7amNuX6EvjmqeG+/FtVjMf2AZOKBjA0dXel7/3Bo8/UM9s4HudRY2jjy03kZjoZnKY2WIrhuh0Y4Tx/xBwOdm3P0pII9MUDR/HsulXm07jIDV/4EJ41c8RYSakzIRN0arZWE=
0hbdut12qpruuv3h5it1qe70rok8pjug.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0HFHHCGC8D8S2AH8BH2MHT7960E7M4KN NS
0hbdut12qpruuv3h5it1qe70rok8pjug.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260204142452 20260121142452 49830 xn--80asehdb. Zpc80w1Jn6zmwUHYXs8u+5lFNohmIXP4h6auFondVqMVrm7Xswn9WzDBKH3oiZa4a0XP1kthyAk9YHQOU1pPUKGLPfXElRR2+Q7/RYTHJSFCISNtBGbxjv20kD4njw70JgLEAP10fiker+hCXxudF2r+rZ/GTzZtl+XnAO9+Uio=
0hfhhcgc8d8s2ah8bh2mht7960e7m4kn.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0HK7FFDDE54L4K33E49RR1RLMQOJ6V32 NS
0hfhhcgc8d8s2ah8bh2mht7960e7m4kn.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260207170852 20260124170852 49830 xn--80asehdb. VFKbdmN846I9jVznmw3062Me44H0HP8vQTMswu/LDO87ouvFKACRzWAhgPclxDLXPp7bR7jsRPlQb4CuU41UWItK3QVeGMHsZnJxM0795rfw7EBJjSeU/Wnk51riwGcmfk5/uXh/9PIIQSjdbbJz5u8fH4xmtkRXJbuKDZMjbFg=
0hk7ffdde54l4k33e49rr1rlmqoj6v32.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0JBOIALD74U4DE94NJQ9JBAPJROCENUG NS
0hk7ffdde54l4k33e49rr1rlmqoj6v32.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260205052905 20260122052905 49830 xn--80asehdb. eWcn6TtvKlUHqobX/l0LNszhVfvBx0GlBbo+n8YnTg33LiRShG+lM9XCbpSvUdoZ2AJRbCj7W1MuWWoLENmpAbW7nvNt4RDCXSnTLYyVmEoInaIniDSQRELyTRfLMtPREbc0QfSbRMFhtNFrsw46HtpXGw/4jUWJ8Z1p/xvYoJc=
0jboiald74u4de94njq9jbapjrocenug.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0K27KQNN0J4QILA48ADIKTSNE4HHGMVO NS
0jboiald74u4de94njq9jbapjrocenug.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260202052547 20260119052547 49830 xn--80asehdb. KRTB3Wq5/d1N3U5S0dWZNlrHUM0RVRAA1WKfeTnPykFx201ODRNTElYOw7eOkBli3a1ZKvQ07nnN4GMtoOrs97uBQKQ+bfuml7ODta4yDOgQiOaNKRl84GHwhC+UUJFzWLJsY+9XI7H6BceNPdNJwt0K0pzdddDWTHH0woIdY5Q=
0k27kqnn0j4qila48adiktsne4hhgmvo.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0KBO4F35AP6EL6023UGG97LVOB895JGH NS
0k27kqnn0j4qila48adiktsne4hhgmvo.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260202035439 20260119035439 49830 xn--80asehdb. gdKkzHp1YNkIUei5sMEh2hg6yQkojuuaf2JWMOfVceYFq4NZwe/R2vb7pLA9/uO7dicsmMMLMOn9wGVEAqxn5ZCqeYQOf41lp5k+MSW9iUsF3OnIfh1LxmV2zFYLAXazyFeY8oN/ga/Msbo1Ode98gTrrL4FhLlSp/EaJviMgko=
0kbo4f35ap6el6023ugg97lvob895jgh.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0KQA2OUHD05KEJ1P10UTICOT7M63E6M6 NS
0kbo4f35ap6el6023ugg97lvob895jgh.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260202035439 20260119035439 49830 xn--80asehdb. hdn77HMjUO9ue9F3Igzb51BsOUk7MGCXBvGq5qULENeJKA1XXy3wEFLSn11EWm4eQqK7Cjgsk43DJgvWrAA64Uh/kbkErbP14k+SRIRuLM95PcddxwTBZJd9Hg6EWYPKx9ant6k50DchKJkT+7jNOSwVyXRxqYZRLkT6U7breD0=
0kqa2ouhd05kej1p10uticot7m63e6m6.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0KSJ1UKU5O09HKGTAA4J0FAHARLMVU7F NS
0kqa2ouhd05kej1p10uticot7m63e6m6.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260204155039 20260121155039 49830 xn--80asehdb. KE3sML3otUIk+s4WvDDxehluLoTFRx6UGDdxmGzcXvBtzmZ0H+jWPOd0xAMrZDKZZ7mrHSwOGDkqdA7O+017AdP4vpldeuUUAOQXBe7FpN34YxsPgU657cYYVK9U68UV1mamodBEbQMxXqu4xz8SNV2PGtniuhIzyvK6GGTpMKc=
0ksj1uku5o09hkgtaa4j0faharlmvu7f.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0KTPFO35KNCOVCVKC2TC9537QVLLQUTR NS
0ksj1uku5o09hkgtaa4j0faharlmvu7f.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260204155039 20260121155039 49830 xn--80asehdb. c7F8rQX/vBovAN0UamkFl2jS1a2hGOsfs98Ewu0CFZhZ9/YFTeeKl/fo7nd4JwhMcS8lfC0isO8xk40I5Nb8yZ1UqRdMRamzKQl7zv2BQEpXfhsYFJQnxinJKT/D70VqriSAKgXiF6DfGMUHhpD9iU1FtWwXLLkaItuQKiIQQo8=
0ktpfo35kncovcvkc2tc9537qvllqutr.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0KUUB94N7CEVRHS6FAFTJBNRVM77SAV7 NS
0ktpfo35kncovcvkc2tc9537qvllqutr.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260201091235 20260118091235 49830 xn--80asehdb. b3VZKWYEQaTBmy7n85TkA2SX8noV6xQ7Eab4D/2Y1jfjMcHl6loYyaKnIEfdJs729q2DHyOTTxch0HLMlGgUqc4etIiCIR62mpWdwvr9iVEVOZaPSaRrHDMFLqq8Cqzc8Yw68bjqi0MlywgW3dM+4H97n2ebshh2Enmj9P9o6pU=
